customerID,churn_probability,risk_tier,MonthlyCharges,value_tier,segment,Contract,tenure
2478-EEWWM,0.1890807743223716,Low Risk,44.3,Low Value,Low Risk / Low Value,Month-to-month,59
2372-HWUHI,0.42727822681297034,High Risk,44.35,Low Value,High Risk / Low Value,Month-to-month,2
3808-HFKDE,0.3286077122021112,High Risk,44.35,Low Value,High Risk / Low Value,Month-to-month,20
6954-OOYZZ,0.27275002129623427,High Risk,44.35,Low Value,High Risk / Low Value,Month-to-month,18
6142-VSJQO,0.41488350507988403,High Risk,44.35,Low Value,High Risk / Low Value,Month-to-month,1
6982-SSHFK,0.35240060638231535,High Risk,44.4,Low Value,High Risk / Low Value,Month-to-month,1
0415-MOSGF,0.3576379188007148,High Risk,44.4,Low Value,High Risk / Low Value,Month-to-month,1
5533-NHFRF,0.5753236110132609,High Risk,44.4,Low Value,High Risk / Low Value,Month-to-month,7
3589-PPVKW,0.3457844178104344,High Risk,44.4,Low Value,High Risk / Low Value,Month-to-month,9
4361-JEIVL,0.48592300313262443,High Risk,44.4,Low Value,High Risk / Low Value,Month-to-month,1
2235-DWLJU,0.755099346966554,High Risk,44.4,Low Value,High Risk / Low Value,Month-to-month,6
2320-SLKMB,0.2695990004869026,High Risk,44.45,Low Value,High Risk / Low Value,Month-to-month,26
5858-EAFCZ,0.352215827768538,High Risk,44.45,Low Value,High Risk / Low Value,Month-to-month,1
4139-JPIAM,0.07543334837975771,Low Risk,44.45,Low Value,Low Risk / Low Value,Month-to-month,51
1728-BQDMA,0.4325865906764696,High Risk,44.45,Low Value,High Risk / Low Value,Month-to-month,2
8455-HIRAQ,0.290373522499569,High Risk,44.45,Low Value,High Risk / Low Value,Month-to-month,8
6595-COKXZ,0.4392382633936306,High Risk,44.45,Low Value,High Risk / Low Value,Month-to-month,1
7729-JTEEC,0.473752400492038,High Risk,44.5,Low Value,High Risk / Low Value,Month-to-month,2
4459-BBGHE,0.4159773780710738,High Risk,44.5,Low Value,High Risk / Low Value,Month-to-month,30
7878-JGDKK,0.32487863156671193,High Risk,44.55,Low Value,High Risk / Low Value,Month-to-month,4
2495-INZWQ,0.7259320349770968,High Risk,44.55,Low Value,High Risk / Low Value,Month-to-month,4
2903-YYTBW,0.4003636632393879,High Risk,44.55,Low Value,High Risk / Low Value,Month-to-month,1
1518-OMDIK,0.15072800517116203,Low Risk,44.55,Low Value,Low Risk / Low Value,Month-to-month,33
8180-AKMJV,0.43073407941795566,High Risk,44.55,Low Value,High Risk / Low Value,Month-to-month,1
3945-GFWQL,0.3679800253572619,High Risk,44.55,Low Value,High Risk / Low Value,Month-to-month,12
4959-JOSRX,0.41831416007726535,High Risk,44.6,Low Value,High Risk / Low Value,Month-to-month,2
7615-ESMYF,0.6777338007185282,High Risk,44.6,Low Value,High Risk / Low Value,Month-to-month,2
7593-JNWRU,0.35551713578697475,High Risk,44.6,Low Value,High Risk / Low Value,Month-to-month,6
4146-SVFUD,0.351661757425512,High Risk,44.6,Low Value,High Risk / Low Value,Month-to-month,1
0374-IOEGQ,0.4207775423579694,High Risk,44.6,Low Value,High Risk / Low Value,Month-to-month,3
4524-QCSSM,0.2530767431789928,High Risk,44.65,Low Value,High Risk / Low Value,Month-to-month,26
4608-LCIMN,0.2648392392936052,High Risk,44.65,Low Value,High Risk / Low Value,Month-to-month,8
8242-JSVBO,0.3821350021924232,High Risk,44.65,Low Value,High Risk / Low Value,Month-to-month,7
4432-ADRLB,0.3404506649392019,High Risk,44.65,Low Value,High Risk / Low Value,Month-to-month,2
9873-MNDKV,0.3324295925728483,High Risk,44.65,Low Value,High Risk / Low Value,Month-to-month,11
7851-FLGGQ,0.5007390995870885,High Risk,44.65,Low Value,High Risk / Low Value,Month-to-month,1
9448-REEVD,0.3431345473063232,High Risk,44.7,Low Value,High Risk / Low Value,Month-to-month,1
4816-JBHOV,0.5653084927424382,High Risk,44.7,Low Value,High Risk / Low Value,Month-to-month,2
3258-SANFR,0.3429327894672453,High Risk,44.7,Low Value,High Risk / Low Value,Month-to-month,6
5027-XWQHA,0.3837073997770755,High Risk,44.75,Low Value,High Risk / Low Value,Month-to-month,6
4373-VVHQL,0.522354677940704,High Risk,44.75,Low Value,High Risk / Low Value,Month-to-month,1
1919-RTPQD,0.33910193198039645,High Risk,44.75,Low Value,High Risk / Low Value,Month-to-month,7
2672-OJQZP,0.35633675920726543,High Risk,44.75,Low Value,High Risk / Low Value,Month-to-month,1
8660-BUETV,0.3371774807002168,High Risk,44.75,Low Value,High Risk / Low Value,Month-to-month,3
8705-WZCYL,0.522152636988174,High Risk,44.8,Low Value,High Risk / Low Value,Month-to-month,1
7521-AFHAB,0.2839212519761004,High Risk,44.8,Low Value,High Risk / Low Value,Month-to-month,5
6137-MFAJN,0.14768275988558527,Low Risk,44.8,Low Value,Low Risk / Low Value,Month-to-month,48
9348-YVOMK,0.3917988426752206,High Risk,44.8,Low Value,High Risk / Low Value,Month-to-month,4
2480-SQIOB,0.3672698006687344,High Risk,44.8,Low Value,High Risk / Low Value,Month-to-month,4
3640-JQGJG,0.22175919796962967,High Risk,44.8,Low Value,High Risk / Low Value,Month-to-month,13
3580-REOAC,0.3296823115474132,High Risk,44.85,Low Value,High Risk / Low Value,Month-to-month,10
5337-IIWKZ,0.23667722135427535,High Risk,44.85,Low Value,High Risk / Low Value,Month-to-month,34
3132-TVFDZ,0.23829151949222332,High Risk,44.85,Low Value,High Risk / Low Value,Month-to-month,57
9591-YVTEB,0.1354920846712722,Low Risk,44.85,Low Value,Low Risk / Low Value,Month-to-month,55
6128-DAFVY,0.1556771612635069,Low Risk,44.85,Low Value,Low Risk / Low Value,Month-to-month,56
7883-ROJOC,0.19802184615690854,High Risk,44.9,Low Value,High Risk / Low Value,Month-to-month,19
6817-WTYHE,0.354060432952378,High Risk,44.9,Low Value,High Risk / Low Value,Month-to-month,2
8710-YGLWG,0.43182363530215523,High Risk,44.9,Low Value,High Risk / Low Value,Month-to-month,1
4847-QNOKA,0.4506017039946647,High Risk,44.9,Low Value,High Risk / Low Value,Month-to-month,1
6243-OZGFH,0.5346741585808389,High Risk,44.95,Low Value,High Risk / Low Value,Month-to-month,23
4208-UFFGW,0.38992907227377754,High Risk,44.95,Low Value,High Risk / Low Value,Month-to-month,2
0842-IWYCP,0.07551335951482163,Low Risk,44.95,Low Value,Low Risk / Low Value,Month-to-month,46
3030-YZADT,0.27608433954815653,High Risk,44.95,Low Value,High Risk / Low Value,Month-to-month,9
8950-MTZNV,0.43162496812269124,High Risk,44.95,Low Value,High Risk / Low Value,Month-to-month,1
8756-RDDLT,0.05116714247160751,Low Risk,44.95,Low Value,Low Risk / Low Value,Month-to-month,68
4012-ZTHBR,0.28151320199183816,High Risk,44.95,Low Value,High Risk / Low Value,Month-to-month,21
5046-NUHWD,0.3603383914658408,High Risk,45.0,Low Value,High Risk / Low Value,Month-to-month,29
4257-GAESD,0.5435499615614386,High Risk,45.0,Low Value,High Risk / Low Value,Month-to-month,6
4671-LXRDQ,0.42106731748723186,High Risk,45.0,Low Value,High Risk / Low Value,Month-to-month,2
7675-OZCZG,0.47269848057792413,High Risk,45.0,Low Value,High Risk / Low Value,Month-to-month,3
8356-WUAOJ,0.5262984507858214,High Risk,45.0,Low Value,High Risk / Low Value,Month-to-month,1
9588-OZDMQ,0.5152245392835396,High Risk,45.0,Low Value,High Risk / Low Value,Month-to-month,2
2828-SLQPF,0.265641825735262,High Risk,45.0,Low Value,High Risk / Low Value,Month-to-month,19
1600-DILPE,0.3336211840418476,High Risk,45.0,Low Value,High Risk / Low Value,Month-to-month,12
0076-LVEPS,0.11179070191813238,Low Risk,45.0,Low Value,Low Risk / Low Value,Month-to-month,29
2833-SLKDQ,0.3500019462994461,High Risk,45.05,Low Value,High Risk / Low Value,Month-to-month,1
4690-LLKUA,0.399643819109893,High Risk,45.05,Low Value,High Risk / Low Value,Month-to-month,17
5696-QURRL,0.4312276998202832,High Risk,45.05,Low Value,High Risk / Low Value,Month-to-month,1
5392-AKEMH,0.4049477265029469,High Risk,45.05,Low Value,High Risk / Low Value,Month-to-month,12
8080-DDEMJ,0.4892931728267447,High Risk,45.1,Low Value,High Risk / Low Value,Month-to-month,1
4193-ORFCL,0.4057832687373088,High Risk,45.1,Low Value,High Risk / Low Value,Month-to-month,1
3926-CUQZX,0.44414619439929437,High Risk,45.1,Low Value,High Risk / Low Value,Month-to-month,1
1612-EOHDH,0.4411949312689261,High Risk,45.15,Low Value,High Risk / Low Value,Month-to-month,1
2219-MVUSO,0.36238538304166146,High Risk,45.15,Low Value,High Risk / Low Value,Month-to-month,8
6410-LEFEN,0.3572531035783439,High Risk,45.15,Low Value,High Risk / Low Value,Month-to-month,9
2962-XPMCQ,0.5103015938399266,High Risk,45.15,Low Value,High Risk / Low Value,Month-to-month,2
7252-NTGSS,0.3548523133639811,High Risk,45.15,Low Value,High Risk / Low Value,Month-to-month,1
4706-DGAHW,0.4888884816442659,High Risk,45.2,Low Value,High Risk / Low Value,Month-to-month,1
3450-WXOAT,0.0905266707135591,Low Risk,45.2,Low Value,Low Risk / Low Value,Month-to-month,46
1685-VAYJF,0.25004104934234106,High Risk,45.2,Low Value,High Risk / Low Value,Month-to-month,11
2887-JPYLU,0.0780098547055545,Low Risk,45.2,Low Value,Low Risk / Low Value,Month-to-month,41
3413-BMNZE,0.41255218879576455,High Risk,45.25,Low Value,High Risk / Low Value,Month-to-month,1
8095-WANWK,0.26804457476054455,High Risk,45.25,Low Value,High Risk / Low Value,Month-to-month,10
7396-VJUZB,0.28554218047363367,High Risk,45.25,Low Value,High Risk / Low Value,Month-to-month,4
3278-FSIXX,0.4240094954428671,High Risk,45.25,Low Value,High Risk / Low Value,Month-to-month,2
2737-WFVYW,0.7454259593239361,High Risk,45.25,Low Value,High Risk / Low Value,Month-to-month,2
3445-HXXGF,0.16511708768537875,Low Risk,45.3,Low Value,Low Risk / Low Value,Month-to-month,58
6582-OIVSP,0.35429636395868613,High Risk,45.3,Low Value,High Risk / Low Value,Month-to-month,1
0447-BEMNG,0.12721854735071514,Low Risk,45.3,Low Value,Low Risk / Low Value,Month-to-month,48
5552-ZNFSJ,0.43496654686688324,High Risk,45.3,Low Value,High Risk / Low Value,Month-to-month,1
7065-YUNRY,0.4358504611960524,High Risk,45.3,Low Value,High Risk / Low Value,Month-to-month,1
5077-DXTCG,0.5258378461839142,High Risk,45.3,Low Value,High Risk / Low Value,Month-to-month,1
8229-TNIQA,0.40470226699745604,High Risk,45.3,Low Value,High Risk / Low Value,Month-to-month,4
7568-PODML,0.6758895095393663,High Risk,45.3,Low Value,High Risk / Low Value,Month-to-month,1
1963-SVUCV,0.43496654686688324,High Risk,45.3,Low Value,High Risk / Low Value,Month-to-month,1
0749-IRGQE,0.6084844892744691,High Risk,45.3,Low Value,High Risk / Low Value,Month-to-month,13
1589-AGTLK,0.49825320775809084,High Risk,45.35,Low Value,High Risk / Low Value,Month-to-month,3
0322-CHQRU,0.42385206248532237,High Risk,45.35,Low Value,High Risk / Low Value,Month-to-month,2
7754-IXRMC,0.3541111348580193,High Risk,45.35,Low Value,High Risk / Low Value,Month-to-month,1
2957-LOLHO,0.32674107621124915,High Risk,45.4,Low Value,High Risk / Low Value,Month-to-month,12
7511-YMXVQ,0.6779634050162733,High Risk,45.4,Low Value,High Risk / Low Value,Month-to-month,9
6519-CFDBX,0.5136675015329504,High Risk,45.4,Low Value,High Risk / Low Value,Month-to-month,2
5692-FPTAH,0.43545228335936736,High Risk,45.4,Low Value,High Risk / Low Value,Month-to-month,1
9708-HPXWZ,0.44058148293250954,High Risk,45.4,Low Value,High Risk / Low Value,Month-to-month,5
2275-RBYQS,0.43545228335936736,High Risk,45.4,Low Value,High Risk / Low Value,Month-to-month,1
4061-UKJWL,0.3291069252417898,High Risk,45.45,Low Value,High Risk / Low Value,Month-to-month,3
1767-TGTKO,0.4138353320644351,High Risk,45.45,Low Value,High Risk / Low Value,Month-to-month,8
7109-MFBYV,0.20543554334722644,High Risk,45.45,Low Value,High Risk / Low Value,Month-to-month,26
4647-XXZAM,0.2738849062019129,High Risk,45.5,Low Value,High Risk / Low Value,Month-to-month,6
2817-NTQDO,0.3067996448078851,High Risk,45.55,Low Value,High Risk / Low Value,Month-to-month,13
0621-TWIEM,0.41663914896360366,High Risk,45.55,Low Value,High Risk / Low Value,Month-to-month,10
3566-HJGPK,0.4292426953990222,High Risk,45.55,Low Value,High Risk / Low Value,Month-to-month,1
8671-KKKOS,0.11841232520542827,Low Risk,45.55,Low Value,Low Risk / Low Value,Month-to-month,46
4537-DKTAL,0.42826336391419295,High Risk,45.55,Low Value,High Risk / Low Value,Month-to-month,2
9013-AQORL,0.09216733673895647,Low Risk,45.55,Low Value,Low Risk / Low Value,Month-to-month,48
9244-ZVAPM,0.3479782142389179,High Risk,45.6,Low Value,High Risk / Low Value,Month-to-month,1
2082-CEFLT,0.5189190407224558,High Risk,45.6,Low Value,High Risk / Low Value,Month-to-month,1
2135-RXIHG,0.518716885503952,High Risk,45.65,Low Value,High Risk / Low Value,Month-to-month,1
3859-CVCET,0.3239573134587991,High Risk,45.65,Low Value,High Risk / Low Value,Month-to-month,4
7554-AKDQF,0.30693158957022143,High Risk,45.65,Low Value,High Risk / Low Value,Month-to-month,6
6128-CZOMY,0.5244243333126883,High Risk,45.65,Low Value,High Risk / Low Value,Month-to-month,1
3470-BTGQO,0.16052240256769446,Low Risk,45.65,Low Value,Low Risk / Low Value,Month-to-month,21
3255-GRXMG,0.22388422929955346,High Risk,45.65,Low Value,High Risk / Low Value,Month-to-month,18
0887-HJGAR,0.42864763460119537,High Risk,45.7,Low Value,High Risk / Low Value,Month-to-month,1
9117-SHLZX,0.42864763460119537,High Risk,45.7,Low Value,High Risk / Low Value,Month-to-month,1
9828-AOQLM,0.48562511419656607,High Risk,45.7,Low Value,High Risk / Low Value,Month-to-month,1
3317-HRTNN,0.6901102958005673,High Risk,45.7,Low Value,High Risk / Low Value,Month-to-month,5
0999-QXNSA,0.38193445565535306,High Risk,45.75,Low Value,High Risk / Low Value,Month-to-month,7
7359-PTSXY,0.4331762486883669,High Risk,45.75,Low Value,High Risk / Low Value,Month-to-month,1
5133-POWUA,0.4282510418874394,High Risk,45.8,Low Value,High Risk / Low Value,Month-to-month,1
7825-GKXMW,0.43860121787253975,High Risk,45.8,Low Value,High Risk / Low Value,Month-to-month,1
0128-MKWSG,0.1380622922632635,Low Risk,45.8,Low Value,Low Risk / Low Value,Month-to-month,26
6143-JQKEA,0.32628125924913276,High Risk,45.8,Low Value,High Risk / Low Value,Month-to-month,10
3165-HDOEW,0.3907213699444779,High Risk,45.85,Low Value,High Risk / Low Value,Month-to-month,1
4237-RLAQD,0.42805278005910313,High Risk,45.85,Low Value,High Risk / Low Value,Month-to-month,1
1501-SGHBW,0.3364292554822219,High Risk,45.85,Low Value,High Risk / Low Value,Month-to-month,2
5365-LLFYV,0.4238981704971214,High Risk,45.85,Low Value,High Risk / Low Value,Month-to-month,2
6127-IYJOZ,0.4814441952273584,High Risk,45.85,Low Value,High Risk / Low Value,Month-to-month,1
2831-EBWRN,0.4859100715936114,High Risk,45.9,Low Value,High Risk / Low Value,Month-to-month,4
6704-UTUKK,0.46288893116299396,High Risk,45.9,Low Value,High Risk / Low Value,Month-to-month,29
3566-VVORZ,0.2578010360984986,High Risk,45.9,Low Value,High Risk / Low Value,Month-to-month,12
0356-ERHVT,0.3372688475573869,High Risk,45.9,Low Value,High Risk / Low Value,Month-to-month,11
7054-LGEQW,0.35189181176525386,High Risk,45.95,Low Value,High Risk / Low Value,Month-to-month,1
5103-MHMHY,0.3181680591850756,High Risk,45.95,Low Value,High Risk / Low Value,Month-to-month,1
7841-TZDMQ,0.40818684285583606,High Risk,46.0,Low Value,High Risk / Low Value,Month-to-month,2
5651-CPDND,0.2648819219398917,High Risk,46.0,Low Value,High Risk / Low Value,Month-to-month,10
5175-AOBHI,0.4016812971203876,High Risk,46.0,Low Value,High Risk / Low Value,Month-to-month,4
2718-GAXQD,0.42025325359526583,High Risk,46.0,Low Value,High Risk / Low Value,Month-to-month,4
1976-CFOCS,0.49061404407767534,High Risk,46.0,Low Value,High Risk / Low Value,Month-to-month,1
1809-DMJHQ,0.28059715570013194,High Risk,46.0,Low Value,High Risk / Low Value,Month-to-month,5
2842-JTCCU,0.3476375049176359,High Risk,46.05,Low Value,High Risk / Low Value,Month-to-month,2
2637-FKFSY,0.40990107413747756,High Risk,46.1,Low Value,High Risk / Low Value,Month-to-month,3
3669-OYSJI,0.3383538980825479,High Risk,46.2,Low Value,High Risk / Low Value,Month-to-month,1
0799-DDIHE,0.2610181910887074,High Risk,46.3,Low Value,High Risk / Low Value,Month-to-month,15
7593-XFKDI,0.34541047881048126,High Risk,46.3,Low Value,High Risk / Low Value,Month-to-month,1
6185-TASNN,0.48443795646138527,High Risk,46.3,Low Value,High Risk / Low Value,Month-to-month,1
3160-TYXLT,0.09510440294895578,Low Risk,46.3,Low Value,Low Risk / Low Value,Month-to-month,53
8648-PFRMP,0.6801298034035044,High Risk,46.35,Low Value,High Risk / Low Value,Month-to-month,14
0601-WZHJF,0.542212161567362,High Risk,46.35,Low Value,High Risk / Low Value,Month-to-month,14
5968-VXZLG,0.4270111931290304,High Risk,46.6,Low Value,High Risk / Low Value,Month-to-month,2
0224-HJAPT,0.46500813076203046,High Risk,47.15,Low Value,High Risk / Low Value,Month-to-month,5
7377-DMMRI,0.4191334174625054,High Risk,47.8,Low Value,High Risk / Low Value,Month-to-month,2
8286-AFUYI,0.3482946346238212,High Risk,47.95,Low Value,High Risk / Low Value,Month-to-month,1
9239-ZBZZV,0.7099863646967258,High Risk,47.95,Low Value,High Risk / Low Value,Month-to-month,6
0015-UOCOJ,0.42332884908066537,High Risk,48.2,Low Value,High Risk / Low Value,Month-to-month,7
1215-VFYVK,0.3314879919970549,High Risk,48.25,Low Value,High Risk / Low Value,Month-to-month,4
7895-VONWT,0.5222089885507842,High Risk,48.25,Low Value,High Risk / Low Value,Month-to-month,25
3346-BRMIS,0.6362955509335303,High Risk,48.35,Low Value,High Risk / Low Value,Month-to-month,18
0623-GDISB,0.3594519416692508,High Risk,48.45,Low Value,High Risk / Low Value,Month-to-month,1
0322-YINQP,0.34174265905258866,High Risk,48.55,Low Value,High Risk / Low Value,Month-to-month,1
2636-OHFMN,0.6945551846321285,High Risk,48.55,Low Value,High Risk / Low Value,Month-to-month,4
9820-RMCQV,0.1899882432783849,Low Risk,48.55,Low Value,Low Risk / Low Value,Month-to-month,11
1794-HBQTJ,0.33929035365139587,High Risk,48.6,Low Value,High Risk / Low Value,Month-to-month,1
9752-ZNQUT,0.4895984802042123,High Risk,48.6,Low Value,High Risk / Low Value,Month-to-month,1
4468-YDOVK,0.28834579585514364,High Risk,48.65,Low Value,High Risk / Low Value,Month-to-month,5
4958-GZWIY,0.33188032502104625,High Risk,48.7,Low Value,High Risk / Low Value,Month-to-month,7
5307-UVGNB,0.0825046381447794,Low Risk,48.7,Low Value,Low Risk / Low Value,Month-to-month,53
5207-PLSTK,0.3071967119495445,High Risk,48.75,Low Value,High Risk / Low Value,Month-to-month,1
7470-MCQTK,0.5658295936634792,High Risk,48.75,Low Value,High Risk / Low Value,Month-to-month,13
2277-VWCNI,0.43909677924467544,High Risk,48.75,Low Value,High Risk / Low Value,Month-to-month,4
7240-ETPTR,0.6784908201788443,High Risk,48.75,Low Value,High Risk / Low Value,Month-to-month,9
0222-CNVPT,0.16017767162462515,Low Risk,48.8,Low Value,Low Risk / Low Value,Month-to-month,52
7742-MYPGI,0.27319176128808575,High Risk,48.8,Low Value,High Risk / Low Value,Month-to-month,6
9097-ZUBYC,0.18376465289324062,Low Risk,48.8,Low Value,Low Risk / Low Value,Month-to-month,14
7639-SUPCW,0.1705562604854183,Low Risk,48.8,Low Value,Low Risk / Low Value,Month-to-month,22
1355-KUSBG,0.4069470773364425,High Risk,48.8,Low Value,High Risk / Low Value,Month-to-month,7
1376-HHBDV,0.13396257620356736,Low Risk,48.8,Low Value,Low Risk / Low Value,Month-to-month,30
0997-YTLNY,0.13329784953208776,Low Risk,48.8,Low Value,Low Risk / Low Value,Month-to-month,19
7876-BEUTG,0.35601788811253876,High Risk,48.8,Low Value,High Risk / Low Value,Month-to-month,15
9396-ZSFLL,0.2764033225147205,High Risk,48.85,Low Value,High Risk / Low Value,Month-to-month,15
9163-GHAYE,0.2707924491691857,High Risk,48.85,Low Value,High Risk / Low Value,Month-to-month,15
2720-FVBQP,0.4021479981238831,High Risk,48.95,Low Value,High Risk / Low Value,Month-to-month,6
0655-YDGFJ,0.13775758588984482,Low Risk,48.95,Low Value,Low Risk / Low Value,Month-to-month,29
9039-RBEEE,0.11102076245756293,Low Risk,48.95,Low Value,Low Risk / Low Value,Month-to-month,39
6876-ADESB,0.39140322155643026,High Risk,48.95,Low Value,High Risk / Low Value,Month-to-month,1
1666-JZPZT,0.18493890839289392,Low Risk,49.0,Low Value,Low Risk / Low Value,Month-to-month,27
0430-IHCDJ,0.4381600201623611,High Risk,49.0,Low Value,High Risk / Low Value,Month-to-month,15
2607-FBDFF,0.2668083008682995,High Risk,49.0,Low Value,High Risk / Low Value,Month-to-month,1
2273-QCKXA,0.27314913108234534,High Risk,49.05,Low Value,High Risk / Low Value,Month-to-month,1
3097-NNSPB,0.3802392983493551,High Risk,49.05,Low Value,High Risk / Low Value,Month-to-month,2
8791-GFXLZ,0.2989114096831507,High Risk,49.05,Low Value,High Risk / Low Value,Month-to-month,12
2027-OAQQC,0.2615087323841723,High Risk,49.05,Low Value,High Risk / Low Value,Month-to-month,43
8614-VGMMV,0.4382251705030371,High Risk,49.1,Low Value,High Risk / Low Value,Month-to-month,15
0823-HSCDJ,0.2613271516024129,High Risk,49.15,Low Value,High Risk / Low Value,Month-to-month,52
4581-LNWUM,0.5577546899651646,High Risk,49.15,Low Value,High Risk / Low Value,Month-to-month,13
4429-WYGFR,0.11758487910503225,Low Risk,49.15,Low Value,Low Risk / Low Value,Month-to-month,26
3144-AUDBS,0.38241449304444797,High Risk,49.15,Low Value,High Risk / Low Value,Month-to-month,6
8878-HMWBV,0.4923487834262969,High Risk,49.15,Low Value,High Risk / Low Value,Month-to-month,3
9644-UMGQA,0.3377579997746707,High Risk,49.15,Low Value,High Risk / Low Value,Month-to-month,6
8205-MQUGY,0.281250894495831,High Risk,49.2,Low Value,High Risk / Low Value,Month-to-month,12
4950-BDEUX,0.3213666184078602,High Risk,49.2,Low Value,High Risk / Low Value,Month-to-month,35
8805-JNRAZ,0.3107914241729756,High Risk,49.2,Low Value,High Risk / Low Value,Month-to-month,2
0423-UDIJQ,0.24817985317493502,High Risk,49.2,Low Value,High Risk / Low Value,Month-to-month,9
6633-MPWBS,0.3873711367682438,High Risk,49.2,Low Value,High Risk / Low Value,Month-to-month,5
4926-UMJZD,0.12806523694816063,Low Risk,49.2,Low Value,Low Risk / Low Value,Month-to-month,31
5948-UJZLF,0.3053108619972985,High Risk,49.25,Low Value,High Risk / Low Value,Month-to-month,2
0067-DKWBL,0.4662727608059426,High Risk,49.25,Low Value,High Risk / Low Value,Month-to-month,2
1456-TWCGB,0.2881713988753202,High Risk,49.25,Low Value,High Risk / Low Value,Month-to-month,4
8348-HFYIV,0.7345334054028425,High Risk,49.25,Low Value,High Risk / Low Value,Month-to-month,2
9661-MHUMO,0.3516767992428505,High Risk,49.25,Low Value,High Risk / Low Value,Month-to-month,1
3716-UVSPD,0.43067398560735676,High Risk,49.3,Low Value,High Risk / Low Value,Month-to-month,1
2229-VWQJH,0.2143185293421211,High Risk,49.3,Low Value,High Risk / Low Value,Month-to-month,24
2391-SOORI,0.2843533604478889,High Risk,49.35,Low Value,High Risk / Low Value,Month-to-month,4
6789-HJBWG,0.37247032674518044,High Risk,49.4,Low Value,High Risk / Low Value,Month-to-month,12
9734-UYXQI,0.580828589213777,High Risk,49.4,Low Value,High Risk / Low Value,Month-to-month,2
5780-INQIK,0.289679380322864,High Risk,49.4,Low Value,High Risk / Low Value,Month-to-month,8
0991-BRRFB,0.2002160059876625,High Risk,49.4,Low Value,High Risk / Low Value,Month-to-month,18
5295-PCJOO,0.3561287725511686,High Risk,49.4,Low Value,High Risk / Low Value,Month-to-month,4
2075-RMJIK,0.27345562165789195,High Risk,49.4,Low Value,High Risk / Low Value,Month-to-month,5
3890-RTCMS,0.21669009693653105,High Risk,49.45,Low Value,High Risk / Low Value,Month-to-month,16
0311-QYWSS,0.37866966216366216,High Risk,49.45,Low Value,High Risk / Low Value,Month-to-month,6
4065-JJAVA,0.4017029136683707,High Risk,49.5,Low Value,High Risk / Low Value,Month-to-month,1
5600-PDUJF,0.2917716187519128,High Risk,49.5,Low Value,High Risk / Low Value,Month-to-month,6
3920-HIHMQ,0.2265678270279613,High Risk,49.5,Low Value,High Risk / Low Value,Month-to-month,26
3948-XHGNA,0.16805690435154078,Low Risk,49.55,Low Value,Low Risk / Low Value,Month-to-month,24
7410-KTVFV,0.25810354844989614,High Risk,49.55,Low Value,High Risk / Low Value,Month-to-month,18
2722-JMONI,0.4812924106884304,High Risk,49.55,Low Value,High Risk / Low Value,Month-to-month,1
8885-QSQBX,0.2813560086972177,High Risk,49.55,Low Value,High Risk / Low Value,Month-to-month,1
3345-PBBFH,0.3334894850076928,High Risk,49.55,Low Value,High Risk / Low Value,Month-to-month,8
3570-YUEKJ,0.13966183371085153,Low Risk,49.55,Low Value,Low Risk / Low Value,Month-to-month,42
1226-UDFZR,0.38757289408837586,High Risk,49.6,Low Value,High Risk / Low Value,Month-to-month,2
4456-RHSNB,0.23787326147635326,High Risk,49.6,Low Value,High Risk / Low Value,Month-to-month,19
1208-NBVFH,0.28012090050277016,High Risk,49.6,Low Value,High Risk / Low Value,Month-to-month,20
2625-TRCZQ,0.23425395263924723,High Risk,49.65,Low Value,High Risk / Low Value,Month-to-month,51
1213-NGCUN,0.31136441735401454,High Risk,49.65,Low Value,High Risk / Low Value,Month-to-month,6
1660-HSOOQ,0.42053885234029625,High Risk,49.65,Low Value,High Risk / Low Value,Month-to-month,1
3521-MNKLV,0.21160858558452722,High Risk,49.7,Low Value,High Risk / Low Value,Month-to-month,24
7811-JIVPF,0.16304437091037005,Low Risk,49.7,Low Value,Low Risk / Low Value,Month-to-month,23
2843-CQMEG,0.19427338019261473,High Risk,49.7,Low Value,High Risk / Low Value,Month-to-month,24
6075-QMNRR,0.057288283990542505,Low Risk,49.75,Low Value,Low Risk / Low Value,Month-to-month,52
7312-XSBAT,0.3417072336600471,High Risk,49.75,Low Value,High Risk / Low Value,Month-to-month,1
3999-WRNGR,0.15409390293375588,Low Risk,49.75,Low Value,Low Risk / Low Value,Month-to-month,60
7442-YGZFK,0.4857597454459036,High Risk,49.8,Low Value,High Risk / Low Value,Month-to-month,1
5445-GLVOT,0.2305145314353998,High Risk,49.8,Low Value,High Risk / Low Value,Month-to-month,22
8148-BPLZQ,0.18454974153418607,Low Risk,49.8,Low Value,Low Risk / Low Value,Month-to-month,34
1100-DDVRV,0.46970570089487573,High Risk,49.8,Low Value,High Risk / Low Value,Month-to-month,17
8757-TFHHJ,0.3298717259043943,High Risk,49.8,Low Value,High Risk / Low Value,Month-to-month,1
5651-WYIPH,0.2731826483210276,High Risk,49.85,Low Value,High Risk / Low Value,Month-to-month,18
8064-RAVOH,0.47157898177027746,High Risk,49.85,Low Value,High Risk / Low Value,Month-to-month,1
7176-WIONM,0.5743579225543506,High Risk,49.85,Low Value,High Risk / Low Value,Month-to-month,12
0587-DMGBH,0.3538549814997101,High Risk,49.85,Low Value,High Risk / Low Value,Month-to-month,8
4353-HYOJD,0.11539443253616946,Low Risk,49.85,Low Value,Low Risk / Low Value,Month-to-month,27
