customerID,churn_probability,risk_tier,MonthlyCharges,value_tier,segment,Contract,tenure,expected_retained_value,net_expected_value,recommend_intervention
4026-SKKHW,0.3228018257809488,High Risk,50.25,Low Value,High Risk / Low Value,Month-to-month,3,63.26108780742144,35.76108780742144,True
9693-XMUOB,0.2090313243513693,High Risk,50.25,Low Value,High Risk / Low Value,Month-to-month,59,40.9649137897596,13.4649137897596,True
3982-XWFZQ,0.2020592801295621,High Risk,50.25,Low Value,High Risk / Low Value,Month-to-month,42,39.59856742339093,12.098567423390932,True
7605-SNLQG,0.096648992482644,Low Risk,50.25,Low Value,Low Risk / Low Value,Month-to-month,45,18.94078630178616,-8.559213698213838,False
8182-PNAGI,0.1950476934351601,High Risk,50.25,Low Value,High Risk / Low Value,Month-to-month,12,38.2244717209555,10.7244717209555,True
9992-UJOEL,0.3778824116321308,High Risk,50.3,Low Value,High Risk / Low Value,Month-to-month,2,74.12919268987511,46.62919268987511,True
5071-FBJFS,0.2850505296843162,High Risk,50.3,Low Value,High Risk / Low Value,Month-to-month,4,55.918362408172314,28.418362408172314,True
5366-OBVMR,0.2039350350785068,High Risk,50.3,Low Value,High Risk / Low Value,Month-to-month,18,40.00593583135068,12.505935831350683,True
1848-LBZHY,0.2960779339936506,High Risk,50.3,Low Value,High Risk / Low Value,Month-to-month,7,58.081608311534445,30.581608311534445,True
1310-QRITU,0.4082108900803072,High Risk,50.3,Low Value,High Risk / Low Value,Month-to-month,18,80.07873030705386,52.57873030705386,True
4316-XCSLJ,0.1792955827024602,Low Risk,50.3,Low Value,Low Risk / Low Value,Month-to-month,17,35.17241445874162,7.6724144587416205,True
1853-ARAAQ,0.4006096832054806,High Risk,50.35,Low Value,High Risk / Low Value,Month-to-month,26,78.6657204426442,51.1657204426442,True
9026-RNUJS,0.4323672985713744,High Risk,50.35,Low Value,High Risk / Low Value,Month-to-month,5,84.90180458396794,57.401804583967944,True
0096-BXERS,0.449307469445314,High Risk,50.35,Low Value,High Risk / Low Value,Month-to-month,6,88.2282612376291,60.7282612376291,True
0212-ISBBF,0.5116805769178802,High Risk,50.35,Low Value,High Risk / Low Value,Month-to-month,22,100.47615648647955,72.97615648647955,True
4011-ARPHK,0.1070520828257708,Low Risk,50.35,Low Value,Low Risk / Low Value,Month-to-month,27,21.021282244082485,-6.478717755917515,False
8992-JQYUN,0.7393112639709996,High Risk,50.35,Low Value,High Risk / Low Value,Month-to-month,1,145.17485634966533,117.67485634966533,True
7776-QWNFX,0.1943197207481272,High Risk,50.4,Low Value,High Risk / Low Value,Month-to-month,30,38.195484310251885,10.695484310251885,True
9462-MJUAW,0.3769723732823484,High Risk,50.4,Low Value,High Risk / Low Value,Month-to-month,4,74.0976896923784,46.597689692378395,True
9631-XEYKE,0.3983991240874531,High Risk,50.4,Low Value,High Risk / Low Value,Month-to-month,3,78.30933183062979,50.80933183062979,True
8967-SZQAS,0.2787733182070812,High Risk,50.45,Low Value,High Risk / Low Value,Month-to-month,14,54.85004422383426,27.35004422383426,True
7767-UXAGJ,0.5810154723644159,High Risk,50.45,Low Value,High Risk / Low Value,Month-to-month,1,114.31769926506065,86.81769926506065,True
7250-EQKIY,0.3084633895044497,High Risk,50.45,Low Value,High Risk / Low Value,Month-to-month,1,60.691714201948,33.191714201948,True
8280-MQRQN,0.4229572069081795,High Risk,50.45,Low Value,High Risk / Low Value,Month-to-month,1,83.21894524521886,55.71894524521886,True
0523-VNGTF,0.1589646402979137,Low Risk,50.5,Low Value,Low Risk / Low Value,Month-to-month,52,31.308085906674105,3.808085906674105,True
1763-WQFUK,0.3216024033063427,High Risk,50.5,Low Value,High Risk / Low Value,Month-to-month,3,63.33959333118419,35.83959333118419,True
6608-QQLVK,0.5067835535554343,High Risk,50.5,Low Value,High Risk / Low Value,Month-to-month,1,99.81102087274279,72.31102087274279,True
8108-UXRQN,0.4482051940740523,High Risk,50.55,Low Value,High Risk / Low Value,Month-to-month,11,88.36141298572903,60.86141298572903,True
4130-MZLCC,0.2897771386295932,High Risk,50.55,Low Value,High Risk / Low Value,Month-to-month,5,57.12811399513116,29.62811399513116,True
6689-KXGBO,0.3976228595095499,High Risk,50.55,Low Value,High Risk / Low Value,Month-to-month,1,78.38935863801021,50.88935863801021,True
9058-CBREO,0.4650791828904046,High Risk,50.55,Low Value,High Risk / Low Value,Month-to-month,1,91.68803551092881,64.18803551092881,True
5701-ZIKJE,0.2339174990749919,High Risk,50.55,Low Value,High Risk / Low Value,Month-to-month,13,46.11566535513928,18.615665355139278,True
2338-BQEZT,0.0481415648662181,Low Risk,50.55,Low Value,Low Risk / Low Value,Month-to-month,55,9.490868805550567,-18.00913119444943,False
7009-LGECI,0.3252856768697871,High Risk,50.55,Low Value,High Risk / Low Value,Month-to-month,4,64.12844476649417,36.62844476649417,True
7595-EHCDL,0.2385721088228019,High Risk,50.6,Low Value,High Risk / Low Value,Month-to-month,32,47.07981995509173,19.57981995509173,True
2947-DOMLJ,0.2346218814205366,High Risk,50.6,Low Value,High Risk / Low Value,Month-to-month,1,46.3002820795287,18.8002820795287,True
8601-QACRS,0.4537689819976917,High Risk,50.6,Low Value,High Risk / Low Value,Month-to-month,5,89.54677090742449,62.04677090742449,True
3329-WDIOK,0.7021741899478036,High Risk,50.6,Low Value,High Risk / Low Value,Month-to-month,3,138.56705464429956,111.06705464429956,True
2582-FFFZR,0.5392480455094996,High Risk,50.6,Low Value,High Risk / Low Value,Month-to-month,22,106.41520930084465,78.91520930084465,True
6905-NIQIN,0.3097398963657383,High Risk,50.65,Low Value,High Risk / Low Value,Month-to-month,1,61.18447042860612,33.68447042860612,True
8364-TRMMK,0.4749504968211649,High Risk,50.65,Low Value,High Risk / Low Value,Month-to-month,3,93.8193463895688,66.3193463895688,True
4450-YOOHP,0.2747093296626238,High Risk,50.65,Low Value,High Risk / Low Value,Month-to-month,39,54.26470743490639,26.76470743490639,True
6497-TILVL,0.1945001406921911,High Risk,50.7,Low Value,High Risk / Low Value,Month-to-month,7,38.458512819066954,10.958512819066954,True
2108-YKQTY,0.2777808446616882,High Risk,50.7,Low Value,High Risk / Low Value,Month-to-month,4,54.92560641495561,27.42560641495561,True
7339-POGZN,0.4698762848405643,High Risk,50.7,Low Value,High Risk / Low Value,Month-to-month,4,92.90863780152478,65.40863780152478,True
6888-SBYAI,0.3339534446707342,High Risk,50.7,Low Value,High Risk / Low Value,Month-to-month,1,66.03261461474428,38.532614614744276,True
4317-VTEOA,0.4751942034145338,High Risk,50.75,Low Value,High Risk / Low Value,Month-to-month,1,94.05281271082161,66.55281271082161,True
2103-ZRXFN,0.405749343560903,High Risk,50.75,Low Value,High Risk / Low Value,Month-to-month,1,80.30793882429174,52.80793882429174,True
8008-HAWED,0.6192093978651794,High Risk,50.75,Low Value,High Risk / Low Value,Month-to-month,14,122.55702007246563,95.05702007246563,True
7794-JASDG,0.3337733534045072,High Risk,50.75,Low Value,High Risk / Low Value,Month-to-month,1,66.0620909725871,38.5620909725871,True
5057-LCOUI,0.3667492276500376,High Risk,50.75,Low Value,High Risk / Low Value,Month-to-month,39,72.58884088263369,45.08884088263369,True
2207-NHRJK,0.3911927732853527,High Risk,50.8,Low Value,High Risk / Low Value,Month-to-month,1,77.50311224329407,50.00311224329407,True
5073-WXOYN,0.1710320633636423,Low Risk,50.8,Low Value,Low Risk / Low Value,Month-to-month,60,33.88487239360481,6.384872393604809,True
6257-RJOHI,0.3115691597988114,High Risk,50.8,Low Value,High Risk / Low Value,Month-to-month,4,61.72808193934051,34.22808193934051,True
3683-QKIUE,0.3086380345099311,High Risk,50.8,Low Value,High Risk / Low Value,Month-to-month,6,61.147367397107544,33.647367397107544,True
9637-EIHEQ,0.4303257402621286,High Risk,50.8,Low Value,High Risk / Low Value,Month-to-month,1,85.25613566073292,57.75613566073292,True
2235-ZGKPT,0.347160866031046,High Risk,50.85,Low Value,High Risk / Low Value,Month-to-month,4,68.8472071469469,41.3472071469469,True
0980-PVMRC,0.2942195585605888,High Risk,50.85,Low Value,High Risk / Low Value,Month-to-month,40,58.348151755943164,30.848151755943164,True
7054-ENNGU,0.2455774979174365,High Risk,50.85,Low Value,High Risk / Low Value,Month-to-month,9,48.701701499496416,21.201701499496416,True
2959-EEXWB,0.1660177415188864,Low Risk,50.9,Low Value,Low Risk / Low Value,Month-to-month,45,32.95618186891414,5.456181868914143,True
3946-MHCZW,0.3355936964914892,High Risk,50.9,Low Value,High Risk / Low Value,Month-to-month,1,66.61870469052552,39.11870469052552,True
5382-TEMLV,0.0752323150231748,Low Risk,50.9,Low Value,Low Risk / Low Value,Month-to-month,45,14.934366855250431,-12.565633144749569,False
2626-URJFX,0.5110521570848777,High Risk,50.9,Low Value,High Risk / Low Value,Month-to-month,4,101.44896370291907,73.94896370291907,True
1636-NTNCO,0.6474681485817083,High Risk,50.95,Low Value,High Risk / Low Value,Month-to-month,4,128.65515846392836,101.15515846392836,True
5311-IHLEI,0.2996285290105462,High Risk,50.95,Low Value,High Risk / Low Value,Month-to-month,12,59.53768685704058,32.03768685704058,True
7351-MHQVU,0.2718297450898973,High Risk,50.95,Low Value,High Risk / Low Value,Month-to-month,6,54.013929498088046,26.513929498088046,True
7284-BUYEC,0.59002255498169,High Risk,50.95,Low Value,High Risk / Low Value,Month-to-month,5,117.24043178763671,89.74043178763671,True
6629-LADHQ,0.2592498850170358,High Risk,50.95,Low Value,High Risk / Low Value,Month-to-month,2,51.5142484023101,24.014248402310102,True
4256-ZWTZI,0.2774569658108784,High Risk,51.0,Low Value,High Risk / Low Value,Month-to-month,5,55.18619049978372,27.68619049978372,True
3669-LVWZB,0.5978133853547406,High Risk,51.0,Low Value,High Risk / Low Value,Month-to-month,5,118.90508234705791,91.40508234705791,True
9496-IVVRP,0.1773462424368389,Low Risk,51.0,Low Value,Low Risk / Low Value,Month-to-month,11,35.27416762068726,7.774167620687258,True
2207-OBZNX,0.2786693873981256,High Risk,51.0,Low Value,High Risk / Low Value,Month-to-month,7,55.427341153487184,27.927341153487184,True
1452-XRSJV,0.0576241494520247,Low Risk,51.05,Low Value,Low Risk / Low Value,Month-to-month,39,11.472680035150859,-16.02731996484914,False
7743-EXURX,0.3937419451828841,High Risk,51.05,Low Value,High Risk / Low Value,Month-to-month,8,78.3920525761863,50.8920525761863,True
4072-IPYLT,0.0631833652319051,Low Risk,51.05,Low Value,Low Risk / Low Value,Month-to-month,36,12.579492100846146,-14.920507899153854,False
3221-CJMSG,0.1589053407543744,Low Risk,51.1,Low Value,Low Risk / Low Value,Month-to-month,24,31.66824535893928,4.168245358939281,True
1101-SSWAG,0.4317120107858297,High Risk,51.1,Low Value,High Risk / Low Value,Month-to-month,15,86.03588662950801,58.53588662950801,True
9115-YQHGA,0.1245895686579882,Low Risk,51.1,Low Value,Low Risk / Low Value,Month-to-month,40,24.82945513785047,-2.67054486214953,False
3733-ZEECP,0.2105181611915773,High Risk,51.1,Low Value,High Risk / Low Value,Month-to-month,22,41.954164343869444,14.454164343869444,True
1596-OQSPS,0.2977073111115534,High Risk,51.1,Low Value,High Risk / Low Value,Month-to-month,11,59.33009003142148,31.830090031421477,True
9828-QHFBK,0.2144919922634813,High Risk,51.15,Low Value,High Risk / Low Value,Month-to-month,24,42.78793507668057,15.287935076680569,True
8229-MYEJZ,0.3074747287174508,High Risk,51.2,Low Value,High Risk / Low Value,Month-to-month,10,61.396553830300576,33.896553830300576,True
9537-VHDTA,0.2369924965518545,High Risk,51.2,Low Value,High Risk / Low Value,Month-to-month,1,47.32266171147431,19.82266171147431,True
2091-MJTFX,0.2001735902109376,High Risk,51.2,Low Value,High Risk / Low Value,Month-to-month,30,39.97066249332003,12.470662493320027,True
6625-UTXEW,0.3646988639946479,High Risk,51.25,Low Value,High Risk / Low Value,Month-to-month,12,72.89418544093026,45.39418544093026,True
8695-WDYEA,0.2608698972438439,High Risk,51.25,Low Value,High Risk / Low Value,Month-to-month,1,52.1413707116133,24.6413707116133,True
9564-KCLHR,0.2661326936920358,High Risk,51.25,Low Value,High Risk / Low Value,Month-to-month,1,53.19327215169566,25.69327215169566,True
6483-OATDN,0.2343320775427481,High Risk,51.3,Low Value,High Risk / Low Value,Month-to-month,8,46.88281875397762,19.382818753977617,True
5816-SCGFC,0.3851915172288057,High Risk,51.3,Low Value,High Risk / Low Value,Month-to-month,7,77.06526685196715,49.56526685196715,True
5404-GGUKR,0.4312113260048695,High Risk,51.35,Low Value,High Risk / Low Value,Month-to-month,5,86.35653620236519,58.85653620236519,True
2969-QWUBZ,0.6323969405669566,High Risk,51.4,Low Value,High Risk / Low Value,Month-to-month,2,126.77029070605212,99.27029070605212,True
1585-MQSSU,0.1559898682683538,Low Risk,51.5,Low Value,Low Risk / Low Value,Month-to-month,17,31.33056504169886,3.8305650416988613,True
3426-NIYYL,0.3479645607609459,High Risk,51.55,Low Value,High Risk / Low Value,Month-to-month,15,69.95653511818436,42.45653511818436,True
7501-VTYLJ,0.2717215722391973,High Risk,51.55,Low Value,High Risk / Low Value,Month-to-month,2,54.62826349082941,27.12826349082941,True
4109-CYRBD,0.3361930854657467,High Risk,51.6,Low Value,High Risk / Low Value,Month-to-month,29,67.65549651912687,40.15549651912687,True
2055-SIFSS,0.0837653620422316,Low Risk,51.65,Low Value,Low Risk / Low Value,Month-to-month,55,16.873275702976922,-10.626724297023078,False
2709-UQGNP,0.2527439929618074,High Risk,51.65,Low Value,High Risk / Low Value,Month-to-month,10,50.91148622226167,23.411486222261672,True
9501-UKKNL,0.1457918668915631,Low Risk,51.7,Low Value,Low Risk / Low Value,Month-to-month,59,29.396014121345864,1.8960141213458641,True
6923-EFPNL,0.3637035242784976,High Risk,51.75,Low Value,High Risk / Low Value,Month-to-month,4,73.40446378750778,45.90446378750778,True
4827-USJHP,0.2168268613157322,High Risk,51.8,Low Value,High Risk / Low Value,Month-to-month,20,43.80336252300422,16.303362523004218,True
5639-NTUPK,0.1969526406763647,High Risk,52.1,Low Value,High Risk / Low Value,Month-to-month,13,40.01880705903055,12.51880705903055,True
3126-WQMGH,0.1100942276325705,Low Risk,52.15,Low Value,Low Risk / Low Value,Month-to-month,49,22.39151448705035,-5.108485512949649,False
4678-DVQEO,0.4247764378854736,High Risk,52.2,Low Value,High Risk / Low Value,Month-to-month,1,86.4759872247247,58.975987224724705,True
3528-HFRIQ,0.1086002153549792,Low Risk,52.3,Low Value,Low Risk / Low Value,Month-to-month,71,22.151185925955108,-5.348814074044892,False
5619-PTMIK,0.0963041589731442,Low Risk,53.1,Low Value,Low Risk / Low Value,Month-to-month,46,19.94362828174843,-7.556371718251569,False
4918-QLLIW,0.376082940744596,High Risk,53.4,Low Value,High Risk / Low Value,Month-to-month,3,78.32303323946957,50.82303323946957,True
3896-RCYYE,0.0811317088059293,Low Risk,53.4,Low Value,Low Risk / Low Value,Month-to-month,67,16.896489675922837,-10.603510324077163,False
2181-UAESM,0.3267752413400316,High Risk,53.45,Low Value,High Risk / Low Value,Month-to-month,2,68.1179329335363,40.617932933536295,True
5447-VYTKW,0.0792794871053939,Low Risk,53.45,Low Value,Low Risk / Low Value,Month-to-month,27,16.526205484554886,-10.973794515445114,False
0939-EREMR,0.1622089568309878,Low Risk,53.45,Low Value,Low Risk / Low Value,Month-to-month,13,33.813268096203565,6.313268096203565,True
2386-LAHRK,0.4855836888403124,High Risk,53.5,Low Value,High Risk / Low Value,Month-to-month,1,101.31703667653119,73.81703667653119,True
4929-BSTRX,0.4910963441002017,High Risk,53.55,Low Value,High Risk / Low Value,Month-to-month,1,102.5630159836066,75.0630159836066,True
9108-EJFJP,0.3082605009077681,High Risk,53.55,Low Value,High Risk / Low Value,Month-to-month,1,64.37866431208282,36.87866431208282,True
4104-PVRPS,0.0888219947887014,Low Risk,53.6,Low Value,Low Risk / Low Value,Month-to-month,24,18.56734979063014,-8.93265020936986,False
6135-OZQVA,0.4340008047085897,High Risk,53.65,Low Value,High Risk / Low Value,Month-to-month,7,90.80815837320176,63.30815837320176,True
3164-YAXFY,0.1644755266307394,Low Risk,53.75,Low Value,Low Risk / Low Value,Month-to-month,57,34.47818226996874,6.978182269968741,True
6898-MDLZW,0.2207169271989908,High Risk,53.75,Low Value,High Risk / Low Value,Month-to-month,12,46.26778586408845,18.767785864088452,True
9530-EHPOH,0.3894682552367189,High Risk,53.75,Low Value,High Risk / Low Value,Month-to-month,11,81.6422830039972,54.14228300399721,True
7129-ACFOG,0.4529981469874818,High Risk,53.8,Low Value,High Risk / Low Value,Month-to-month,5,95.04807120091344,67.54807120091344,True
1134-YWTYF,0.1753114328016518,Low Risk,53.8,Low Value,Low Risk / Low Value,Month-to-month,27,36.783844830442575,9.283844830442575,True
3668-QPYBK,0.2943215847208023,High Risk,53.85,Low Value,High Risk / Low Value,Month-to-month,2,61.81194761513929,34.31194761513929,True
0870-VEMYL,0.1739404098278593,Low Risk,53.85,Low Value,Low Risk / Low Value,Month-to-month,5,36.53009516999788,9.030095169997878,True
1120-BMWUB,0.1951894065669151,High Risk,53.9,Low Value,High Risk / Low Value,Month-to-month,16,41.03076515443122,13.530765154431222,True
6128-AQBMT,0.3646481784996193,High Risk,53.95,Low Value,High Risk / Low Value,Month-to-month,41,76.72379999721241,49.22379999721241,True
9732-KPKBW,0.3370606696819201,High Risk,53.95,Low Value,High Risk / Low Value,Month-to-month,1,70.91925020442442,43.419250204424415,True
3351-NGXYI,0.3936093244602537,High Risk,54.1,Low Value,High Risk / Low Value,Month-to-month,16,83.04763136786893,55.54763136786893,True
9881-VCZEP,0.2427904173786402,High Risk,54.1,Low Value,High Risk / Low Value,Month-to-month,25,51.2263501627193,23.7263501627193,True
6038-GCYEC,0.3887042488373292,High Risk,54.15,Low Value,High Risk / Low Value,Month-to-month,24,82.08850679071136,54.588506790711364,True
0696-UKTOX,0.137428508514111,Low Risk,54.15,Low Value,Low Risk / Low Value,Month-to-month,23,29.022839570552534,1.5228395705525344,True
8654-DHAOW,0.3661161205275305,High Risk,54.15,Low Value,High Risk / Low Value,Month-to-month,2,77.31823291360654,49.818232913606536,True
5423-BHIXO,0.2519066785488374,High Risk,54.2,Low Value,High Risk / Low Value,Month-to-month,32,53.24803371165325,25.74803371165325,True
0516-WJVXC,0.2396294072360549,High Risk,54.2,Low Value,High Risk / Low Value,Month-to-month,5,50.652864101557284,23.152864101557284,True
0988-JRWWP,0.5561565864906376,High Risk,54.2,Low Value,High Risk / Low Value,Month-to-month,3,117.56037925239099,90.06037925239099,True
1202-KKGFU,0.1473227897378472,Low Risk,54.2,Low Value,Low Risk / Low Value,Month-to-month,12,31.141091294786143,3.6410912947861434,True
0156-FVPTA,0.1725589454967664,Low Risk,54.2,Low Value,Low Risk / Low Value,Month-to-month,22,36.475509899106484,8.975509899106484,True
6475-VHUIZ,0.171920919405167,Low Risk,54.25,Low Value,Low Risk / Low Value,Month-to-month,23,36.37416852314821,8.874168523148207,True
3209-ZPKFI,0.0965508249236408,Low Risk,54.25,Low Value,Low Risk / Low Value,Month-to-month,47,20.427740783219303,-7.072259216780697,False
3604-WLABM,0.2671206704903104,High Risk,54.25,Low Value,High Risk / Low Value,Month-to-month,10,56.51605585898743,29.01605585898743,True
1803-BGNBD,0.2922521702640754,High Risk,54.3,Low Value,High Risk / Low Value,Month-to-month,12,61.89024209682324,34.39024209682324,True
6907-FLBER,0.4577990407748747,High Risk,54.3,Low Value,High Risk / Low Value,Month-to-month,1,96.94810286489522,69.44810286489522,True
3099-OONVS,0.1003749822478921,Low Risk,54.3,Low Value,Low Risk / Low Value,Month-to-month,25,21.256409990636108,-6.243590009363892,False
1260-TTRXI,0.4574845861168299,High Risk,54.3,Low Value,High Risk / Low Value,Month-to-month,4,96.88151080196107,69.38151080196107,True
4349-GFQHK,0.4880961475853652,High Risk,54.35,Low Value,High Risk / Low Value,Month-to-month,1,103.45929992293193,75.95929992293193,True
9667-TKTVZ,0.3992292933508034,High Risk,54.35,Low Value,High Risk / Low Value,Month-to-month,2,84.62263716510306,57.12263716510306,True
5012-YSPJJ,0.0798608174622857,Low Risk,54.35,Low Value,Low Risk / Low Value,Month-to-month,31,16.927698173393388,-10.572301826606612,False
1251-KRREG,0.442756713569257,High Risk,54.4,Low Value,High Risk / Low Value,Month-to-month,2,93.93526435085356,66.43526435085356,True
9099-FTUHS,0.2156279003066234,High Risk,54.4,Low Value,High Risk / Low Value,Month-to-month,23,45.747615329053225,18.247615329053225,True
0277-BKSQP,0.4641659259762667,High Risk,54.4,Low Value,High Risk / Low Value,Month-to-month,8,98.47744285512474,70.97744285512474,True
9577-WJVCQ,0.0286724455914643,Low Risk,54.45,Low Value,Low Risk / Low Value,Month-to-month,68,6.088737183575402,-21.411262816424596,False
9554-DFKIC,0.1495389189741909,Low Risk,54.45,Low Value,Low Risk / Low Value,Month-to-month,30,31.755337138764304,4.255337138764304,True
9206-GVPEQ,0.4577313318258589,High Risk,54.45,Low Value,High Risk / Low Value,Month-to-month,13,97.20153696988028,69.70153696988028,True
2433-KMEAS,0.2785501971043208,High Risk,54.45,Low Value,High Risk / Low Value,Month-to-month,22,59.15152710608804,31.65152710608804,True
6313-GIDIT,0.2568788245387384,High Risk,54.45,Low Value,High Risk / Low Value,Month-to-month,53,54.549502784923796,27.049502784923796,True
3620-MWJNE,0.2508781802536827,High Risk,54.45,Low Value,High Risk / Low Value,Month-to-month,2,53.2752359677708,25.775235967770797,True
7966-YOTQW,0.3055283578755447,High Risk,54.5,Low Value,High Risk / Low Value,Month-to-month,10,64.94005246644703,37.44005246644703,True
6752-APNJL,0.0458407928917509,Low Risk,54.5,Low Value,Low Risk / Low Value,Month-to-month,42,9.743460529141654,-17.756539470858346,False
7246-ZGQDF,0.2393745249125998,High Risk,54.5,Low Value,High Risk / Low Value,Month-to-month,1,50.87905527017309,23.37905527017309,True
9555-SAHUZ,0.0767259622598108,Low Risk,54.5,Low Value,Low Risk / Low Value,Month-to-month,38,16.308103278322786,-11.191896721677214,False
1089-HDMKP,0.3088340027849208,High Risk,54.55,Low Value,High Risk / Low Value,Month-to-month,11,65.70288992247798,38.20288992247798,True
1097-FSPVW,0.0616041766238255,Low Risk,54.55,Low Value,Low Risk / Low Value,Month-to-month,42,13.105980555835757,-14.394019444164243,False
7130-CTCUS,0.2289520493072705,High Risk,54.55,Low Value,High Risk / Low Value,Month-to-month,16,48.70840372987527,21.208403729875272,True
5707-ORNDZ,0.3731803621898001,High Risk,54.55,Low Value,High Risk / Low Value,Month-to-month,9,79.39225615406903,51.89225615406903,True
4701-AHWMW,0.1332701077010272,Low Risk,54.55,Low Value,Low Risk / Low Value,Month-to-month,55,28.352549062855033,0.852549062855033,True
2519-ERQOJ,0.3947490352809554,High Risk,54.6,Low Value,High Risk / Low Value,Month-to-month,33,84.05785957272664,56.55785957272664,True
4338-EYCER,0.231107242611923,High Risk,54.6,Low Value,High Risk / Low Value,Month-to-month,21,49.21197624178289,21.711976241782892,True
5590-ZSKRV,0.1685457587039675,Low Risk,54.65,Low Value,Low Risk / Low Value,Month-to-month,8,35.92300028137012,8.423000281370122,True
6035-BXTTY,0.1063902955678616,Low Risk,54.65,Low Value,Low Risk / Low Value,Month-to-month,32,22.67549564585618,-4.824504354143819,False
9342-VNIMQ,0.1813648052765154,Low Risk,54.65,Low Value,Low Risk / Low Value,Month-to-month,33,38.65518777261011,11.155187772610113,True
9261-WDCAF,0.3818401833897592,High Risk,54.65,Low Value,High Risk / Low Value,Month-to-month,3,81.38350748677634,53.88350748677634,True
9972-NKTFD,0.099179524217496,Low Risk,54.65,Low Value,Low Risk / Low Value,Month-to-month,28,21.13862789409601,-6.361372105903989,False
0674-EYYZV,0.576404430531725,High Risk,54.65,Low Value,High Risk / Low Value,Month-to-month,1,122.8519583013792,95.3519583013792,True
9269-CQOOL,0.4151479760945596,High Risk,54.7,Low Value,High Risk / Low Value,Month-to-month,3,88.5635177402524,61.063517740252394,True
5542-DHSXL,0.2161346647423793,High Risk,54.7,Low Value,High Risk / Low Value,Month-to-month,4,46.108008029491785,18.608008029491785,True
2087-QAREY,0.2057831649237304,High Risk,54.7,Low Value,High Risk / Low Value,Month-to-month,22,43.8997225731794,16.399722573179403,True
0285-INHLN,0.1090064766992242,Low Risk,54.75,Low Value,Low Risk / Low Value,Month-to-month,27,23.275607937201844,-4.224392062798156,False
5515-RUGKN,0.4040824709830414,High Risk,54.75,Low Value,High Risk / Low Value,Month-to-month,8,86.28170961665393,58.78170961665393,True
7619-ODSGN,0.1815985297741588,Low Risk,54.75,Low Value,Low Risk / Low Value,Month-to-month,24,38.77582607002726,11.275826070027257,True
4074-SJFFA,0.4892333407959032,High Risk,54.75,Low Value,High Risk / Low Value,Month-to-month,1,104.46354909344524,76.96354909344524,True
4280-DLSHD,0.3132456367731276,High Risk,54.75,Low Value,High Risk / Low Value,Month-to-month,8,66.88577459198208,39.385774591982084,True
6261-LHRTG,0.1759477185772837,Low Risk,54.75,Low Value,Low Risk / Low Value,Month-to-month,26,37.5692366092145,10.0692366092145,True
4522-AKYLR,0.404622634836809,High Risk,54.8,Low Value,High Risk / Low Value,Month-to-month,13,86.47594951732282,58.97594951732282,True
3723-BFBGR,0.2117363512764267,High Risk,54.8,Low Value,High Risk / Low Value,Month-to-month,24,45.25229299479791,17.752292994797912,True
3948-FVVRP,0.15964356540792,Low Risk,54.8,Low Value,Low Risk / Low Value,Month-to-month,9,34.11902279898066,6.619022798980659,True
4320-QMLLA,0.3376402332626038,High Risk,54.85,Low Value,High Risk / Low Value,Month-to-month,7,72.2263104983699,44.7263104983699,True
7580-UGXNC,0.2697400867791902,High Risk,54.85,Low Value,High Risk / Low Value,Month-to-month,2,57.70145066337048,30.20145066337048,True
9332-GYWLO,0.4035384496580121,High Risk,54.85,Low Value,High Risk / Low Value,Month-to-month,6,86.32292745859367,58.82292745859367,True
2155-AMQRX,0.1769833130694522,Low Risk,54.9,Low Value,Low Risk / Low Value,Month-to-month,28,37.89389716130041,10.393897161300409,True
3658-KIBGF,0.3856456069417366,High Risk,54.9,Low Value,High Risk / Low Value,Month-to-month,1,82.57058090229523,55.070580902295234,True
4385-ZKVNW,0.0653295355423751,Low Risk,54.9,Low Value,Low Risk / Low Value,Month-to-month,44,13.987706854977933,-13.512293145022067,False
7872-RDDLZ,0.065769729453961,Low Risk,54.9,Low Value,Low Risk / Low Value,Month-to-month,67,14.08195677338759,-13.41804322661241,False
2801-NISEI,0.1217532870549864,Low Risk,54.95,Low Value,Low Risk / Low Value,Month-to-month,24,26.092338182318862,-1.407661817681138,False
8735-DCXNF,0.1890771838639471,Low Risk,54.95,Low Value,Low Risk / Low Value,Month-to-month,10,40.52018588796319,13.020185887963187,True
8645-KWHJO,0.5346930145191763,High Risk,55.0,Low Value,High Risk / Low Value,Month-to-month,14,114.69165161436332,87.19165161436332,True
3583-EKAPL,0.5723557139344461,High Risk,55.0,Low Value,High Risk / Low Value,Month-to-month,1,122.77030063893869,95.27030063893869,True
9931-KGHOA,0.0708154251954808,Low Risk,55.0,Low Value,Low Risk / Low Value,Month-to-month,46,15.189908704430632,-12.310091295569368,False
7733-UDMTP,0.2300978442594331,High Risk,55.0,Low Value,High Risk / Low Value,Month-to-month,57,49.35598759364841,21.855987593648408,True
8292-TYSPY,0.1857472486647597,Low Risk,55.0,Low Value,Low Risk / Low Value,Month-to-month,19,39.84278483859096,12.342784838590958,True
1114-CENIM,0.0733820659717715,Low Risk,55.0,Low Value,Low Risk / Low Value,Month-to-month,54,15.740453150944987,-11.759546849055013,False
7395-XWZOY,0.2199954861188554,High Risk,55.0,Low Value,High Risk / Low Value,Month-to-month,20,47.18903177249448,19.68903177249448,True
1324-NLTJE,0.2426219402202838,High Risk,55.0,Low Value,High Risk / Low Value,Month-to-month,15,52.04240617725088,24.542406177250882,True
